timestamp,eye_rub_first_hand_report,eye_rub_first_hand_count,eye_rub_first_hand_durations,|,eye_rub_second_hand_report,eye_rub_second_hand_count,eye_rub_second_hand_durations,|,flicker_report,flicker_count,|,micro_sleep_report,micro_sleep_count,micro_sleep_durations,|,pitch_report,pitch_count,pitch_durations,|,yawn_report,yawn_count,yawn_durations
2024-11-21 10:56:10,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 10:56:12,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 10:56:13,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 10:56:15,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 10:56:16,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 10:56:18,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 10:56:19,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 10:56:21,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 10:56:22,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,1,['1 yawn: 11.0 seconds']
2024-11-21 10:56:24,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 10:57:28,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 10:57:30,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 10:57:31,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 10:57:33,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 10:57:34,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 10:57:36,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 10:57:37,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 10:57:39,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 10:57:40,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 10:57:42,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,1,['1 yawn: 11.0 seconds']
2024-11-21 10:57:43,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 10:57:45,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 10:57:46,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 10:57:48,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 10:57:49,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 10:57:51,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 10:57:53,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 10:57:54,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 10:57:56,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 10:57:57,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 10:57:59,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 10:58:00,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 10:58:01,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 17.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2024-11-21 10:58:02,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 10:58:03,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 10:58:05,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 10:58:06,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 10:58:08,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 10:58:09,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 10:58:10,False,0,[],|,False,0,[],|,False,0,|,True,2,"['1 micro sleep: 17.0 seconds', '2 micro sleep: 7.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 2.0 seconds remaining.,[]
2024-11-21 10:58:11,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 10:58:13,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 10:58:14,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 10:58:16,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 10:58:18,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 10:58:19,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 11.0 seconds']
2024-11-21 11:07:15,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 11:07:16,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 11:07:18,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 11:07:19,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 11:07:21,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 11:07:22,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 11:07:24,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 11:07:25,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 11:07:27,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,1,['1 yawn: 10.0 seconds']
2024-11-21 11:07:28,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:07:30,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:07:32,True,0,[],|,True,0,[],|,True,2,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:07:33,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 2.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2024-11-21 11:07:33,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:07:35,True,0,[],|,True,0,[],|,True,2,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:07:36,True,0,[],|,True,0,[],|,True,2,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:07:38,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:07:39,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:07:41,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:07:42,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:07:44,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:07:45,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:07:47,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:07:47,False,0,[],|,False,0,[],|,False,0,|,True,2,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 2.0 seconds remaining.,[]
2024-11-21 11:07:48,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:07:50,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:07:51,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:07:53,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:07:54,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:07:56,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:07:58,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:07:59,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:00,False,0,[],|,False,0,[],|,False,Counting flickers... 1.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 3.0 seconds'],|,False,Counting yawns... 1.0 seconds remaining.,[]
2024-11-21 11:08:01,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:02,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:04,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:05,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:07,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:08,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:10,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:11,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:13,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:14,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:16,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:17,False,0,[],|,False,0,[],|,False,Counting flickers... 1.0 seconds remaining.,|,False,0,[],|,True,2,"['1 pitch: 3.0 seconds', '2 pitch: 4.0 seconds']",|,False,Counting yawns... 1.0 seconds remaining.,[]
2024-11-21 11:08:17,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:18,False,0,[],|,False,0,[],|,False,0,|,True,3,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 16.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 2.0 seconds remaining.,[]
2024-11-21 11:08:19,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:20,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:22,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:24,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:25,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:27,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:27,False,0,[],|,False,0,[],|,False,0,|,True,4,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 4.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2024-11-21 11:08:28,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:30,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:31,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:33,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:34,False,0,[],|,False,0,[],|,False,0,|,True,6,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 4.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2024-11-21 11:08:34,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:36,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:37,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:39,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:41,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:42,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:44,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:45,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:46,False,0,[],|,False,0,[],|,False,0,|,True,7,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 4.0 seconds', '7 micro sleep: 11.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 2.0 seconds remaining.,[]
2024-11-21 11:08:47,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:48,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:50,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:51,True,0,[],|,True,0,[],|,True,2,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:53,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:54,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:55,False,0,[],|,False,0,[],|,False,0,|,True,8,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 4.0 seconds', '7 micro sleep: 11.0 seconds', '8 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2024-11-21 11:08:56,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:58,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:08:59,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:09:01,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:09:02,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:09:03,False,0,[],|,False,0,[],|,False,0,|,True,9,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 4.0 seconds', '7 micro sleep: 11.0 seconds', '8 micro sleep: 3.0 seconds', '9 micro sleep: 4.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2024-11-21 11:09:04,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:09:05,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:09:06,False,0,[],|,False,0,[],|,False,0,|,True,10,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 4.0 seconds', '7 micro sleep: 11.0 seconds', '8 micro sleep: 3.0 seconds', '9 micro sleep: 4.0 seconds', '10 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 2.0 seconds remaining.,[]
2024-11-21 11:09:07,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:09:08,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:09:09,False,0,[],|,False,0,[],|,False,0,|,True,11,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 4.0 seconds', '7 micro sleep: 11.0 seconds', '8 micro sleep: 3.0 seconds', '9 micro sleep: 4.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2024-11-21 11:09:10,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:09:11,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:09:13,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:09:14,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:09:16,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:09:17,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,['1 yawn: 10.0 seconds']
2024-11-21 11:09:19,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,1,"['1 yawn: 10.0 seconds', '1 yawn: 7.0 seconds']"
2024-11-21 11:09:20,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,"['1 yawn: 10.0 seconds', '1 yawn: 7.0 seconds']"
2024-11-21 11:09:22,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,"['1 yawn: 10.0 seconds', '1 yawn: 7.0 seconds']"
2024-11-21 11:09:24,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,"['1 yawn: 10.0 seconds', '1 yawn: 7.0 seconds']"
2024-11-21 11:09:25,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,"['1 yawn: 10.0 seconds', '1 yawn: 7.0 seconds']"
2024-11-21 11:09:27,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,"['1 yawn: 10.0 seconds', '1 yawn: 7.0 seconds']"
2024-11-21 11:09:28,False,0,[],|,False,0,[],|,False,0,|,True,12,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 16.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 4.0 seconds', '7 micro sleep: 11.0 seconds', '8 micro sleep: 3.0 seconds', '9 micro sleep: 4.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 7.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2024-11-21 11:09:28,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,True,0,"['1 yawn: 10.0 seconds', '1 yawn: 7.0 seconds']"
2024-11-21 11:09:30,True,0,[],|,True,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,True,0,"['1 yawn: 10.0 seconds', '1 yawn: 7.0 seconds']"
2024-11-21 12:40:41,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2024-11-21 12:40:42,False,0,[],|,False,0,[],|,False,Counting flickers... 1.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 12:40:43,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2024-11-21 12:40:44,False,0,[],|,False,0,[],|,False,Counting flickers... 1.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 12:40:44,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2024-11-21 12:40:45,False,0,[],|,False,0,[],|,False,Counting flickers... 1.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 12:40:46,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2024-11-21 12:40:47,False,0,[],|,False,0,[],|,False,Counting flickers... 1.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 12:40:48,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2024-11-21 12:40:48,False,0,[],|,False,0,[],|,False,Counting flickers... 1.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2024-11-21 12:40:49,True,0,[],|,True,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2024-11-21 12:40:50,False,0,[],|,False,0,[],|,False,Counting flickers... 1.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
